review_description,rating
حرام عليكم طلب الاكل أكثر من 3ساعات وبعدين يلغو الطلب ليه .مقهوره,-1
انا عايش في قريه قريب محافظه اسمه عفيف في مطعم ماكدونالدز ابحث عن المحافظه مالقيتها فا ممكن تحلو المشكله حطيت خمس نجوم لعيوونكممم وشكرا على التطبيققق😍,1
خدمة ولا اروع,1
الأفضل,1
انصحكم بتحميله,1
الطبيق حلو والتوصيل سريع وفيه كل المطاعم وكل الدول,1
ليش مافي الدفع عند الاستلام,-1
ممكن اعرف ازا موجود بالاردن,1
سيء جدا والاكل مش بيوصل وخدمة العملاء ملهاش اي تلاتين لازمه محدش يحملو زفت,-1
😘😘😍جميل,1
ليش عرعر مو موجوده,1
انصح الكل يجرب هذا البرنامج جميل جداجدا🤗🤗,1
نواف,1
جميل جداً جداً 😊,1
تطبيق رائع وخدمة ممتازة,1
لااعرفع,1
سهولة الطلب,1
رائع 😍😍❤️❤️❤️❤️,1
ممتاااز 😄,1
ممتاز !,1
من افضل برامج توصيل ممتاز,1
حبيييييت♡♡♡,1
لماذا صور غير قابله للتكبير,1
يتاخر وهذا فقط العيب فيه واشكر من فعله,0
جبد,1
#مقاطعة طلبات,-1
مش مذقي,-1
ليش مافيه نجران من بين المناطق فيه مطاعم كثير......اذا تعرفون تطبيق فيه منطقه نجران قولولي,-1
عرض ال40 غير مفعل عندي ممكن اعرف لية,1
مناسب,1
قهان,1
ج نعم نتفهم گ حج,-1
كنت حجزت بالغلط وكنت عايز الغي الحجز,-1
بجد تطبيق زباله مش عارفه اتعامل معاه خالص وهمسحه مش ظاهر غير مؤسسات خيريه فقط,-1
' حلو,1
انها خدمه جديده وجميله ومميزه جدا,1
شركه مش محترم ولا متلازمه بالمواعيد رحله محجزه قابلها بي اربع ايام يوم الرحله تتلغي ب٤ ساعات ده قل اداب,-1
حلؤؤ,1
تطبيق اكثر من رائع يلبي جميع متطلبات الاشخاص بالنسبة لاحتياجاتهم من مطاعم و بقالة يستحق اكثر من ٥ نجوم,1
معاملة بعض موصلي الطلبات سيئة,1
التطبيق فعلاا رووعههه وبيجي بسرعه واكل تحفهه والايسكريم بيجي ساقع بجد شكرا,1
روعة 🖤✨,1
"نظام داخلي سيء تأخير في الرحلات بلغو الرحلات لحالهم
",-1
تطبيق جميل لكن أنا بدي احط نجمه 😂😂,-1
أحمد محرم عبد المطلب عليش,1
شركه حراميه,-1
ممتاز احب اجربه كل مره,1
اختصر اشياء كثييرة غير انه يعرض المنيو مصور وتقدر تختار منه,1
منطقة نجران ميب موجود,0
لم اجربه حتى الآن وأتمنى أن افهم طريقه الالتقاء,0
ياشهد تخلين,-1
تطبيق جميل جدا جدا,1
ازين,1
تطبيق زي @#$$#$ والله ما انصح اي واحد ينزلُ ترا زي الزفت 🤬🤬🤬🤬🤬🤬🤬😡,-1
Gamed,1
انا في بريمان اسمي ليلى تواصلو معه ترى مرره يوصل الين منزلك وبالتحديد جدا جدا حلووو اشكر المطعم ذا 😊❤💋,1
مش عارف أثبته عندى وفين الكود الخاص بي help,-1
حبيب نن زت,-1
الصراحه افضل برنامج ومافيه اي مشكله,1
تطبيق رائع والتوصيل سريع,1
انا محتاج لينك البكشن الخاص باساءقين,1
10/9,1
جميل جدا انصح الجميع به,1
الرجاء تحسين البرنامج والخدمة المساعدة المصريين خربو البرنامج,1
اكثر من ممتازه وديما في تقدم ونجاح,1
شركة فاشلة يكرهوك في الأكل. بلا قرف,-1
من سيء الى اسوا يعلق ويلغي الطلب ويتاخر ويغلط بالطلب او ينسى بعض الطلبات او يبدل الغير موجود بدون مايتسل يبلغ الزبون وفوق هذا حل المشكلة ياخذ من وقتك مرات الحل بعد ٣ ايام ومرات ٥ ايام الا نسيت شنو الموضوع وغير هذا يعيدون السؤال عن المشكلة جم مرة لين يفقعون مرارتك,-1
تطبيق ممتاز وخدمة راقية و عصري 🍔😘.,1
👍 ❤️ ❤️ ❤️ ❤️ ❤️,1
الاسعار بحاجة إلى تعديل اعادة صياغة الاسعار,-1
تطبيق سهل وبسيط وجميل وده من اوفر التطبيقات الي شفتها,1
بسم الله ماشاء الله خدمة متميزة بس ياريت يبقى فى خطوط مباشرة لمحطة مصر وخطوط للساعة-فيكتوريا وشكرا لكم كثيرا,1
روعه اسراحه اهني يالي حمله,1
جيدد,1
جميل خمس نجوم,1
ممتاز روعه,1
في ازهار كرزكان,1
هو البرنامج جميل جدا وسهل في الاستخدام غير كده اداني ٧٥ جنيه خصم علي الاردر دي حاجه جميله جدا من طلبات بس المشكله الوحيده هي ان الدلفري بيتاخر شويه وفيه مشكله مهمه جدا ان المطاعم المشهورة مش موجوده في الابليكيشن زي طاطا و هاي بروست و بروستي الدمياطي,1
ناتن,1
مع الشعب,-1
واجد,1
وع وع وع وع وع ووووووووووووع,-1
مش راضي يدخلني,-1
طالا طلباااااااااااات,1
احسن تطبيق للتوصيل 👍,1
تطبيق رائع جددددددآ,1
من اقوة مواقع طلبات,1
٨٠٪ من بغداد لا يمكن التوصيل اليه ادري شكو مسوين شركة ومتعبين نفسكم جان خليتو الدلفري مالتكم يتمشون يم الشركه بس,-1
كتيررررررررررر منيح,1
زفت الزفت,-1
So nice and useful,1
خدمه ممتازه ومواعيد مظبوطه وكابتن اخلاق جدا وباص ممتاز ونظيف,1
الاكل حلووو وايد ويقدمونه حار 👍🏼👍🏼,1
😂,1
سريع جدا,1
رائع🤩💯👍👍,1
بكفي ظلم للكباتن,-1
زي الخره والاعلان اجباري بيوديني ل جوجل بلاي احمله,-1
اول مرة واخر مرة بستخدمو فاشلين,-1
البرنامج فوق الروعه😍❤,1
ايه القرف ده البرنامج مش بيفتح علشان بيقول فيه تحديث وبدوس تحديث مش بلاقى الا فتح او ازاله,-1
روعة 😍,1
فاشلين وتوصيل مالهم فاشل الاكل يوصل مغلوب اطلب من المطعم اروح بنفسك أكرم لك,-1
ضعها و انا,1
الأفضل التواصل المباشر مع المطاعم والبقالات هذه التطبيقات من المفترض بأن زمنها انتهى تم حذف التطبيق .,-1
هناك مشكلة بالبرنامج لماذا لايشتغل,-1
برنامج رأئع و سهل,1
التطبيق لا يعمل على كل انواع الهواتف بعد الاشتراك على وي كاش اكتشفت ان التطبيق مش بيدعم جهازي مع ان اي تطبيق بيشتغل عادي + ايه فايدة اشتراكي في الخدمه وانا مش هقدر استخدمه مش فاهم,-1
السلام عليكم والرحمة ممتاز مفيد جدا ومريح يختصر الكثير جزيتم خيراً,1
ممتاز وعجيب,1
تطبيق جميل و حلو ياريت بس تشرحو للناس اللي بتعلق دي ازاي تسجل ، ياجدعان انا وصلني الهدية باقة النت بشرط تسجل عالموقع الاول و بعدين تسجل عالتطبيق و برضه متنشوش تروحو الفرع عشان تفعلو التطبيق دة تطبيق بيفتحلكو حساب ف البنك يعني حلو جدا مفيد يعني لازم يبقو متاكدين و الرسالة بتيجي ع طول,1
المكان اشبه بمجمع التحرير القديم حيث الروتين,0
التطبيق لا يعمل,-1
اي هو الرقم السري مش عارف الرقم ده بتاع اي حد يقولي بعد ازنكوا,-1
عجيب خصوصا مع التحديث,1
للاسف بيقولي جهازك ليس محمي اما فتحت التطبيق هذا,-1
ناس محترمين,1
خدمة ممتازة جدااااا,1
عجبني كثير و حبيته لأن فيه افضل مطعم لدي🤗ماكدونالدز💪,1
جيد جدا أنصح بالتحميل,1
البرنامج فاشل طارحين المواد الغذائية والبقاله ليش الكذب يانصابين,-1
سيء في معظم الوقت,-1
جدآ مممتاز,1
يفيد للحياة كتيررررررررررر و فادنا كتيررررررررررررررررررررررررررررررررررررررررر,1
افضل موقع توصيل احسن من هنقرستيشن بالف مره,-1
كل لما احاول اسحب فلوس من الفرع او من atm يعمل فشل وخدمة العملاء مش كويسه ومش بتحل اي مشاكل,-1
لم,1
سئ للغاية ما عنده توصيل من البيك,-1
رائع يوصل بالكيشن,1
تطبيق سيء جدا اغلب الطلبات تصل ناقصه والسائق لا يعترف بالنقص واداره التطبيق تماطل في إرجاع فرق الحساب وتعطيك في النهايه خصم لايعمل لا انصح باستعمال التطبيق نهائيا لانه تطبيق للنصب,-1
جميييييييل أنصحكم تجربون,1
اليوم التطبيق م راضي يفتح معاي 😤,1
اشي فاخر,1
لا وحش جدا جدا بعد ما احالي ٨٠ جنيه اتسحبو تاني ومفش عرةض ولا خصومات منصحش بي حد ينزلو غير الاكل بيجي ناقص وغير الي بنطلبو,-1
بجد تطبيق تحفه اوى,1
انه رائع جدا,1
سيئ جداً الطلبات توصل متأخر تطبيق فاشل جداً جداً هنقر ستيشن افضل من هذا التطبيق بكثير بالمصداقيه والتواصل وسرعة التوصيل,-1
كدب لا يوجد خصم عند أول مرة ظهرلي الكود وجيت اطلب ما ظبطش وحاولت ارجعه برضو منفعش,-1
رووووووعععععععه,1
ليش مغلين سعر التوصيل؟؟؟؟,-1
ساموسنج١٠,1
اسهل من كداه مافي,1
اكيد شركة فاشلة,-1
يلا,-1
رائع جدا جدا جدا @!!!!!!!!!!!,1
ممتاز وسهل الاستخدام ويوفر خدمة التوصيل,1
حاو جدن,1
التحديث لا يعمل لماذا,1
ماااافي تتبوككك,-1
والله روعه انسدح فل بيت وهو يوصل طلبي,1
مملين واعلان رخم وبايخ جدا جدا كرهته بسبب الاعلان ده الايمو .,-1
ممتاز وارئع,1
"تطبيق جميل والاكل كل مااطلبه يوصل ب 16 دقيقه فقط ويوصل الطلب حار وخدمه 
التعامل جميله واشكركم على التطبيق الجميل",1
ممتاز يساعدني ويسهل علي بدون الذهاب الي المطاعم,1
لا يعمل,-1
تعامل زربه,-1
احل ابلكشن,-1
يستاهل أكثر من خمس نجوم و الله الططبيق مرة حلو أنصحكم تنزلوه,1
"جيدجدا""",1
تطبيق فااااااشل لا يوصل في المنطقه التي اقيم فيه مع الرغم ان المنطق تبعد عده امتار من المنطقه المسموحه و لهذا ان التطبيق فاااااشل جدا 😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,-1
الرحلة تختفي من عندي مرة واحدة ونا واقف مستني السواق و السواق مش بيرد اصلا ابلكيشن سئ جدا جدا,-1
تم حذف البرنامج لعدم اهتمام البرنامج بخدمات الزبائن بشكل عادل .. خدمات فاشلة,-1
لم نعلم عن سويفل اى بيانات أو معلومات نستطيع من خلالها التعامل مع سويفل برجاء التفضل بمزيد من الايضاح وشكرا,-1
تجربتي في توصيل الخضروات سيئة جدا وصلتني غير طازجة وغير صالحه لأكل,-1
ليش في مكه مافي حي العمره ومافيه مطاعم كلها مغلقه 😟,0
ننظ,-1
الله يلعنكم ظالمين,-1
بدي كود خصم اسعار غاليه ما بنصح حد يحملو 🤬🤬🤬,-1
حاولت كثيرآ تثبيت التطبيق و لكنه يتعذر لي التثبيت,-1
تطبيق جميل 👌🌷,1
ممتازه وتوفر الكثير من الوقت,1
ناايس,1
حلوة,-1
تجربة سيئه كنت اطلب من نفس المطعم الى نفس المكان بالأمس رسوم التوصيل ثلاث مئة فلس واليوم اربع مئة فلس لايبعد المطعم عن البيت سوى ثمان مئة متر,-1
سؤال هل الطلب مجناٍ. وشكرا,1
مو حلو الي في مدينه منوره ما يا طلع شي,-1
تقييم ممتاز سرعة سهولة وقيمة منتازة,1
روعة وبيختصر وقت وفلوس,1
إذا طلبت من طلبات يصير اغلى سعر من المطعم نفسه هذي مشكلة التطبيق,0
غالي جدا والله والتوصيل بعد اتمنى تقليل الأسعار لكنه جيد,-1
جمييل   بس خليهه يجيب الطلبات بسرعة  سبحان الله وبحمده سبحان الله العظيم استغفر الله العظيم و اتوب إليه ﻻ إله إلا انت سبحانك اني كنت من الظالمين.,1
هولحدما جيد,1
بفلوس ??????,0
احلى علاج الفقرات كده وما تطبيق شفته في حياتي احلى رجاله بتوصل لك حاجات وبتعمل يا حبايب قلبي احبكم من كل قلبي يا احلى رجاله واحلى كل الناس حبايب قلبي من كل قلبي بحبكم انتم احلى رجاله واحلى ناس بحبكم جدا طول نازلين احلى تطبيق بسم الله ما شاء الله يا احلى رجاله حبايب قلبي,-1
موظفين غير مسؤولين لا يوجد إدارة غير مبالين تأخير في الطلبات برنامج بحاجة لإدارة قوية في الاردن,-1
شكرا وي,1
مفيد و سهل الاستخدام,1
بعض الاوقات يكون الطلب بارد,1
الاختيار الأول لي دائما,1
شارع محتاج تشيلي صف بيوت لتوسيع ووجد نقطه شرطة في أول الشارع و أمام مصنع الأدوية,-1
حلوه تجربتي,1
التطبيق ناااااار🌟🌟🌟🌟🌟🌟🌟,1
تطبيق ولا اروع صراحه لكن يوصل الطلب بارد لكن لا مشكله شكرا,1
ممتاز جدا ،، انصحكم فيه👌🌹,1
البرنامج فى الاول كان هايل لكن للاسف دلوقتى مش حلو وكله اخطاء للاسف,-1
انصحكم تحملونه احسن برنامج اشكر الي صنعه,1
افضل برنامج للطلب,1
احقر تطبيق,-1
ف صلاله بسبت التحديث الجديد مايظهر نص المناطق ياريت تعدلونن هالششي,0
وفر كتير,1
هاذا صحيح أم لا,-1
ماشاءلله حتى يوصلولك الين بيتك بس ارسل الوكيشن وبرنامج حلوو قايته¤ شباب نزلوه ¤,1
لاتوجد محادثات كي اتواصل مع المطعم !!,-1
جميل جدا وتجاوبهم سريع 👌,1
منتاز جداً حداً جداً,1
قائمة المطاعم ليست متكامله نرجو زيادة عدد المطاعم. كما يجب استبعاد المطاعم السيئة الخدمة و نوعية الطعام المقدم .بالأمس طلبت من مطعم الفيشاوي حمام مشوي الطلب كان سيئ جداً جداً جداً وللأسف راح للزباله.,0
تطبيق رائع واسعار ممتازه,1
جيد جدأجدأ جدأ ومميز,1
والله لازم تهتمو اكثر انا من الامارا ام القيوين مو موجوده,-1
تطبيق ممتاز ومنظم وشامل وبالتوفيق,1
لا يستحق ولا نجمه حددت الموقع شارع الزعفرانية العام ولا يوجد توصيل لهذه المنطقة وللعلم الزعفرانية من مركز المحافظة فكيف الحال باطراف المحافظة,-1
عندما اريد لنزل التطبيق يقولي النسخة هذه فول و لايمكن تحميل التطبيق,-1
بس لو تخلونه ٢٠ دقيقه يجي لنه هو ٦٠ دقيقه,1
زي الزفتتتتتتتتت,-1
للاسف صار التطبيق سيء يجبرك على الدفع بالبطاقه وانا لا اقبل ان تفرضوا علي طريقة الدفع خاصه ان الطلب من الممكن الغائه او عدم وصوله ،صرتوا اسوء من هنقرستيشن ليس من حقكم اجباري كيف ادفع! كما ان المطاعم بعضها يرغمك ان تضيف الاضافات وهي محسوبه عليك !!!! حرميه,-1
منكم لله,-1
اول اسبوع كان التطبيق شغال حاليا مش شغال بلمرة,-1
احب اطلب اوردر منهم لاكن مو كل المطاعم موجوده😘😉😍,1
برنامج زي الزفت,-1
"التطبيق ممتاز ورائع لكن هناك عتب على موضوع التوصيل لايوجد رقابه على بعض 
المطاعم برسوم التوصيل فالمعروف ان رسوم التوصيل بالقانون الكويتي يجب أن 
لايزيد عن 500 فلس ونلاحظ في تطبيق قوي مثل طلبات يوافق على وضع المطاعم رسوم 
تزيد عن الرسوم المفروضة من قبل الدوله وهذا مخالف للقانون فكيف لكم السماح 
بهذا الامر واهمال حقوق المستهلك الكويتي واستغلاله فارجو منكم إلزام جميع 
المطاعم المشتركه بالتطبيق بالرسوم القانوني للدوله وعدم الزياده عنه",1
رائع ، خدمة تحديد الموقع عاملين التوصيل لا يعتمدو عليها,1
وربي حلو,1
يتأخر جدا في التوصيل ساعتين علي مايوصل الطلب ويوصل بارد,-1
تطبيق سئ ترسلون فاوتشر وعندما استخدمها تلغون الاوردر وبعدها لا استطيع الحصول على أموالي تقولون أرسلنا المبلغ الي الحساب البنكي وأتابع الحساب لأكثر من شهر ولااجد المبلغ في حسابي وعندما اتواصل معكم تقولون تابع مع البنك وليست مرة واحدة أكثر من مرة,-1
ممتاز واسعارها جميله,1
التطبيق في مصر لا يقوم بالتوصيل إلا في المحافظات الكبيرة والمدن أما المراكز والمدن الصغيرة لايقوم بالتوصيل إليها,-1
الناس دي كذبت عليا,-1
حلو🙉,1
جميل البرنامج اعطيه خمس نجوم,1
فاشل كل ماطلبت انطر ساعه او ساعتين آخر شي اروح اتصل على المطعم واطلب,-1
برنامج حلو و سريع,1
هذه الطتبيق رائع,1
ايييه مرتب,1
من اعظم خدمات الموصلات 💛💛,1
برنامج استفدنا منه الصراحة,1
سئ لانه ما يوصل الى اي مكان وش الغش ذا,0
ممتاز دقه عاليه الخيارات في البرنامج متعدده ومفصله تعطيك اريحية في اختيار نوع وجبتك,1
فوق الخيال من احسن البرامج في العالم هذي البرامج اللي تفيد الناس شكرااا لك مصمم البرنامج وراعي الفكرة,1
والله انو تطبيق مو امنيح ولا بوصل ولا شي,-1
مريحنا واجد,1
تطبيق زباله وإدارة فاشله,-1
ياريت يحطو بالبرنامج. ميزه انه يحدد الموقع من تلقاء نفسه ويوصل الطلب. لانها. تعتب وانا اوصف له المكان,-1
🔥🎊جميل🎊🔥,1
الله يحفظكم ويمد في رزقكم,1
اسوء تطبيق لتوصيل الطلبات لا خدمه ولا سرعه بالتوصيل ما انصح احد يحمله,-1
اول ما أجي أسجل على الموقع أسجل البيانات وأدوس التالي يروح يفضل يحمل وفي الأخر مايسجلش أرجو الإفاده وحل المشكله في أسرع وقت 🙂,-1
حلوه جدااا!!!!!,1
رائع جدا 😄😄😄😄😄,1
خدمة زي الزباله  طالب من من قبل ساعه الحين دق عليا المطعم ويقول توني أسلمت الطلب وراح يجيك الطلب بعد 45 دقيقه .,-1
تواةرةىالةىققعغ,1
منتجات ذات جودة عالية وان كانت اسعارها مرتفعة بعض الشيئ,1
الخطوط والمواعيد من سيئ الى اسوأ سواء من تخريف الابليكيشن نفسو او من السواقين حاجه قمه في القرف ومضيعه الوقت للأسف مش بيسهل ع الواحد ولا حاجه يعني,-1
Barfecit,1
يا ترى بيوصل للمحافظات زى المحله الكبرى و ياريت يكون فى توصيل اتمنى ذلك,0
ارجو تحسين عمال التوصيل ما عندهم خبرا لتعامل مع الناس ولا خبره في وصول الموقع رغم سهولته😡😤,-1
خدمه توصيل سيئه اخر حاجه,-1
لا تحطولي اعلانات بخرب علي رجاء يعني,-1
منصحش اي حد يتعامل مع الشركه ديه والله خساره النجمه الواحده دي بس علشان التعليق,-1
نسيت كلمت المرور اعمل ايه,0
طلبات مارت غير متاح عندي هل تم الغاء الخدمة ولا ايه؟,1
البرنامج حلو مره مره,1
انا مشكلتي مع سواقين ارباب يأخي هذا زياده بعيد ومدري شو عسب اعطيه فلوس دبل يأخي شو دخلني انا انا طلبت اكل اعطيك فلوسك تجي تقولي قصة حياتك شو دخلني ارجوكم شف لكم حل مع ها موضوع يضايق الواحد وشكرا,-1
🥰👌👌👌,1
ممتاز البرنامج والقامين عليه,1
انا لسه محملتوش بس هي في لخارج القاهره يعني للمحافظات التانيه ولا مافيش,-1
خدمة محترمة تستحق الثناء والتشجيع,1
التطبيق مفيد للناس و وقت تشوف الاعلان بطلع شي رهيب جدا لكن عندما يوصل لك الطعام يكون مختلف تماما عن الاعلان ويكون ايضا الطعام بارد,0
جميل جدا ومريح,1
لم يصل طلبى وعدم احترام فى التعامل,-1
ما في مصر,-1
ما يفتح التطبيق بعد التحديث,1
ممتعه جدا,1
مش كويس انا طلبت كيلو كنافه ناعمة جابولي كليو كنافه خشنه ما ينصح حدا ينزلو فاشل 👎👎👎,-1
طبيق جميل ورائع وسه,1
ممتاز ويعجبني,1
زق على,-1
المشكلة ان الطلب يوصل متاخر,1
اكل ولا اطيب,1
لاكن يستحق 5 نجوم وانا اصلآ ماعرف كيف استخدمه,1
موقع قوي انصح بتجربه يوفر عليك اطلب وانت متكي عجيييييب,1
"الصراحه البرنامج مافيه اي مشكل بس في مشكله بسيطه انه مايحدد الوقت وأتمنى 
أنا تحلون المشكلة واحسن برنامج",1
تم الغاء التطبيق,-1
انا,1
احلا تطبيق,1
للاسف الصور لاتطابق النوع من الاكل ، وساعات لايوجد صور على نوع العرض ما يصعب تحديده فيفظل دائما ارفاقها لمشاهدة الوجبة ، كذلك اتمنى الاهتمام بالشكوى كما قالوا ، ولما نعطي تقييم داخل المطعم سيء ارجو احد يتواصل معانا ومع المطعم وينبههم ويرجعو الفلوس في حال التاخير او نقص الطلب او استبداله بشيء على مزاجهم ، كذلك اتمنى المطعم يعرض الاغراض الموجودة فعلا مش نختار وبعد ذلك يتصلو يقولو لايوجد بعد سحب الفلوس ويستبدلوها او يرجعو الفلوس؟ طيب من الاول الاختصار شكرا لكم,-1
طلبت ٣بيتزا و صحن فورباي فور وأجا الزلمه أعطاني ٣بيتزا و قلي أتواصل مع طلبات ردو حكو بعد نص ساعه أستنيت نص ساعه ضلهم يوم كامل و بل أخير ضلينه ٣أيام تنو ردو طلبيه و حذفو الصن من الطتبيق ..... وأنا رح أحذفو من الجهز,-1
التطبيق باختصار، المطاعم الي بتدعي ان التوصيل مجاني او رخيص بترفع سعر الوجبات، مثلا سعر وجبة برغر الدجاج المشوي بمطعم صبابا 2.75 وبالتطبيق 3.5 وتوصيل دينارين واحيانا اقل شوي.... نعم طبيعي يكون في مكسب لكن مش لدرجة انه يطلع سعر الوجبة ضعفين حقها.... لا تنسوا اننا بالاردن يعني رواتب الناس زبالة.,0
تطبيق رائع... ملاحظة.. في موقعي لايتوفر جميع المطاعم وهنالك مطاعم تكون متاحة وبعد ذلك غير متاحة... ارجو مراجعة التطبيق واتاحة جميع مطاعم في القائمه لكل مناطق محافظة اربد في الاردن,1
ماخدش الهديه 😏,0
لونكم برتقالي اوك مين الي اقترح اضافه اللون الازرق ليه .. لون بشع وغير متناسق للهويه,-1
حاجه جميله جدا,1
حفظك الله ياوطني من كل شر,1
ليه مش راضي يتحمل؟,-1
أحسن طلبات فل عالم ولا خلطه بس عندي أقتراح يضيفون خريطة لسايق فقط 😁,1
KooooL,1
"أولا انا من سلطنة عمان وعندي طلب بسيط جدا إضافة كل مناطق السلطنة أتمنى ان 
تحولا المشكلة بأسرع وقت ممكن",1
عحيب,1
جيدة بس في مشكله بقالي ساعة مستني كود,1
🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽👎👎👎👎👎👎👎👎👎👎👎,-1
برنامج جيد ومفيد جدا😘,1
سيء سيء سيء طلبت طلبية من امس ما وصلت وكلمتهم اكثر من مرة علشان يرجعون لي الفلوس اللي دفعتها ، قالي تم وما وصل لي شيء ، اليوم كلمتهم محد يرد ، تم مسح البرنامج .,-1
Amezing,1
موقع يفك ازمه صراحه . بغض النظر عن اي شي .-اسألني^ ولازال في بداياته,1
جميلة جدا ومريحه,1
عجيييييييييب,1
ممتاز ولكن ( فيه نصب و احتيال ) تعرضت لهذا الشي مرتين الأولى الطلب وصل ناقص و عند قيامي بالتواصل معهم قالوا راح يرجع المبلغ بعد 24 ساعة أنا كملت مايقارب 4-5 شهور ومارجع شي المرة الثانية كان يوم الخميس بتاريخ 30/5/2019 دفعت المبلغ كامل وتم قبول الطلب بعد دقائق وصلني مسج يفيد بأنه يوجد خلل ف المقهى لذلك يتعذر توصيل طلبك اتصلت بإدارة البرنامج و ابلغتهم عن الموضوع قالوا راح يرجع المبلغ بعد 24 ساعة راح يكون ف حسابك ولحد الان لم يصلني اي شي و رجعت و أتصلت مره قبل أربع أيام تقريباً قالي راجع البنك,-1
جدااا مممتاز,1
سريع و عجيب,1
ناس كويسين خالص ووفرو كتير عاليا شكرا سوفيل,1
محمد بن حمد,1
شخص طماع يبيع الشقة و من ثم يحلب العملاء في اي شيء كالصيانة و نقل الملكية و العدادات و  اشتراكات النادي و قرارات عشوائية في اي وقت و في اي مجال تعود بالسلب و الخسارة  على الملاك  !!,-1
تمام. وتحربه جميله,1
لاجل انصاف كباتن طلبات من موظفين الى فري لانس واتمنا ابمشاركه من الجميع,-1
حبيتو,1
زباله لا يعمل علي الهاتف للعلم الهاتف انفنيكس سمارت 6 اندرويد 11,-1
عليهم بيتزا تخقق,1
انا سمعت كتير عن هاد التطبيق بس سؤال هاد التطبيق بيشتغل بالاردن😁😁,1
برنامج جميل بس محتاج اضافة شحن عن طريف الفيزا من البنك الاهلى او جميع الفيزات,0
حلو 🗣️,1
كيوووت لما مب متفيجين تطلعون,1
سئ جدا وحكاية الخصم دي مش صحيحه,-1
خمس نجمات قليله في حقه,1
ممتاز وهناك متابعه من قبل موظفي طلبات بخصوص سرعه انجاز الطلبات من المطاعم,1
وفايدنا حيييل بس زيدوا المطاعم حق الرجيم والدايت,1
روعه وجدا حلو وسهل,1
انها جميل جدا,1
"لماذا يوجد فقط مطعم واحد في مدينتي أين بقية المطاعم 💔(برنامج بدون أي فائدة 
🖓)",-1
الله والله ممتااز بقوووه,1
افظل موقع للاكلات,1
مزيد من العروض التجارية,1
فناااااان مال بقوه بي,1
انعل ابوالسو التطبيق,-1
حطو محافظة المخواة في منطقة الباحة هي ثاني أكبر محافظة في الباحة,-1
جميل..,1
سيء جدا يخلوك تستنا ساعتين واخر شي بلغو الطلب,-1
قمرر,1
جيد جدا مزيد من التقدم والنجاح,1
تطبيق ممتاز جدا ... فيه مطاعم ، بقالات ، صيدليات ، عطور و ورود . وفر علي الجهد و البحث . شكرا طلبات 👌👌👌👌👌.,1
زفت هالبرنامج وموظفينهم نايمين😞😷,-1
برنامج رائع لكن محتاج اضافيه كيفية معرفة المد المتبقى وميعاد ابتداء المد وزيادة المد ويكون فى مده فى حالة ارسال مبلغ بالخطأ يمكن استرداد المبلغ فيها للتسهيل على الناس فى التعامل على المحفظة وتكون بديل للنقديه,1
برنامج سهل وبسيط شكرا لكم,1
برنامج رائع 👍,1
والله اي مطعم تلومه موجود,1
great 👌👌👍👍,1
برنامج جيد وسريع,1
فخم,1
أحلى برنامج للطلب😄😄,1
المليق فيه وايد يتاخر لم نطلب منه,1
اوسخ برنامج واوسخ مشرفين,-1
عشان عندي مشكله في كل مره اطلب فيها ومحدش توصل معايا حاجه وسخهه والله,-1
اكرمكم الله,1
معاملة محترمة ودقة ف المواعيد والتزام ونظافة,1
هو حلو بس مطعم ماك يوصل بس ماطلع من ضمن المطاعم الموجود,1
لانة يساعدني لاكل,1
٠ .,-1
برنامج رائع وشكرا لفريق العمل على حل المشاكل وتلبية رغبات العملاء,1
لا زم كل المطاعم البعيده ول قريبه اذ المطعم بعيد من المنطقه ما يجبووه,1
ماكو توصيل لي ابو الخصيب ☹️💔👎,-1
"تعامل راقي وأكثر من ذلك توصيل الطلبات في الموعد تواصل فريق العمل مع العملاء في حال حدوث خطأ أهنئكم واتمنى لكم مزيد من التقدم👍👍👍👍 Sophisticated dealing and more than that, delivery of orders on time, the team communicated with customers in case of an error, I congratulate you and wish you further progress.👍👍👍👍",1
لا يوجد تحديث,-1
عند الرجوع من الطلب لإضافة المزيد يخرج على قائمه المطاعم .,1
مشاهد شيء ؟كتم ببتاسوظ,1
برنامج قذر,-1
ليه مافي كبسة,1
خدم في النترنت,-1
سئ جدا ولا يتم محاسبة الكباتن بشكل عادل,-1
